timestep,bus,voltage_pu,angle_deg,P_MW,Q_MVar,measurement_type
1,5,1.03011725914739,-98.26637147692804,0.0,0.0,sparse_noisy
1,6,1.0346360688866927,-98.3382065728306,3.270403255035785,1.017806795568063,sparse_noisy
2,0,,50.0,,,sparse_noisy
2,1,,50.02440747081058,,,sparse_noisy
2,2,,50.02440747081058,,,sparse_noisy
2,3,1.0288666953518921,-98.50309277365365,0.0,0.0,sparse_noisy
2,4,,-98.50309277365365,,,sparse_noisy
2,5,1.0236761820933784,-98.38721853785955,0.0,0.0,sparse_noisy
2,6,1.023632073647816,-98.46518702837089,3.9147218569213313,1.2404093433838306,sparse_noisy
3,0,,50.0,,,sparse_noisy
3,1,,50.01938255202744,,,sparse_noisy
3,2,,50.01938255202744,,,sparse_noisy
3,3,1.023208759407363,-98.7071441112907,0.0,0.0,sparse_noisy
3,4,,-98.7071441112907,,,sparse_noisy
3,5,1.0304615797382648,-98.59912744048971,0.0,0.0,sparse_noisy
3,6,1.0240106014396608,-98.68777535575438,5.244818522691436,1.6882047597042171,sparse_noisy
4,0,,50.0,,,sparse_noisy
4,1,,50.01346092936326,,,sparse_noisy
4,2,,50.01346092936326,,,sparse_noisy
4,3,1.027340575401329,-98.94802093955123,0.0,0.0,sparse_noisy
4,4,,-98.94802093955123,,,sparse_noisy
4,5,1.0338570953181008,-98.84940532668452,0.0,0.0,sparse_noisy
4,6,1.0144774841108486,-98.95054216518281,6.574348455643775,2.10276526404233,sparse_noisy
5,0,,50.0,,,sparse_noisy
5,1,,50.01355313674139,,,sparse_noisy
5,2,,50.01355313674139,,,sparse_noisy
5,3,1.009337821380214,-98.94426671856485,0.0,0.0,sparse_noisy
5,4,,-98.94426671856485,,,sparse_noisy
5,5,1.0244844102190869,-98.84550354260158,0.0,0.0,sparse_noisy
5,6,1.0169781416845451,-98.94644671318622,6.480541223415226,2.158179551231757,sparse_noisy
6,0,,50.0,,,sparse_noisy
6,1,,50.01581248200521,,,sparse_noisy
6,2,,50.01581248200521,,,sparse_noisy
6,3,1.027510936876008,-98.85231180537579,0.0,0.0,sparse_noisy
6,4,,-98.85231180537579,,,sparse_noisy
6,5,1.0274314368147965,-98.74994455331293,0.0,0.0,sparse_noisy
6,6,1.0275378427692814,-98.846134379454,6.1173190964101956,1.9605212986958989,sparse_noisy
7,0,,50.0,,,sparse_noisy
7,1,,50.01429713149653,,,sparse_noisy
7,2,,50.01429713149653,,,sparse_noisy
7,3,1.0262992916356461,-98.91397901045605,0.0,0.0,sparse_noisy
7,4,,-98.91397901045605,,,sparse_noisy
7,5,1.0361674994531254,-98.81402655452906,0.0,0.0,sparse_noisy
7,6,1.032332815322289,-98.91340614611342,6.319954876697431,2.1978635024589614,sparse_noisy
8,0,,50.0,,,sparse_noisy
8,1,,50.004254540899986,,,sparse_noisy
8,2,,50.004254540899986,,,sparse_noisy
8,3,1.0191565926644808,-99.32341728428078,0.0,0.0,sparse_noisy
8,4,,-99.32341728428078,,,sparse_noisy
8,5,1.0295104449021932,-99.23972342992822,0.0,0.0,sparse_noisy
8,6,1.0187706788218351,-99.36006876161474,8.800957444979073,2.9374417255153245,sparse_noisy
9,0,,50.0,,,sparse_noisy
9,1,,50.00297258694203,,,sparse_noisy
9,2,,50.00297258694203,,,sparse_noisy
9,3,1.0239032150324008,-99.37577840031474,0.0,0.0,sparse_noisy
9,4,,-99.37577840031474,,,sparse_noisy
9,5,1.0277226864751312,-99.29419205355933,0.0,0.0,sparse_noisy
9,6,1.017387882176166,-99.41719189659692,9.232148044981455,3.1181609289046657,sparse_noisy
10,0,,50.0,,,sparse_noisy
10,1,,49.99182832964504,,,sparse_noisy
10,2,,49.99182832964504,,,sparse_noisy
10,3,1.0245821789589558,-99.83189530314367,0.0,0.0,sparse_noisy
10,4,,-99.83189530314367,,,sparse_noisy
10,5,1.0238028690949699,-99.76893842886916,0.0,0.0,sparse_noisy
10,6,1.0251060822065852,-99.9148049377642,11.867445748669768,4.029600683252262,sparse_noisy
11,0,,50.0,,,sparse_noisy
11,1,,50.00981146426135,,,sparse_noisy
11,2,,50.00981146426135,,,sparse_noisy
11,3,1.0309655270397857,-99.09669741433335,0.0,0.0,sparse_noisy
11,4,,-99.09669741433335,,,sparse_noisy
11,5,1.0321032994805395,-99.00395217532429,0.0,0.0,sparse_noisy
11,6,1.030206912376733,-99.11273376688155,7.4934557813346006,2.473339389258294,sparse_noisy
12,0,,50.0,,,sparse_noisy
12,1,,50.01821993638528,,,sparse_noisy
12,2,,50.01821993638528,,,sparse_noisy
12,3,1.0259558018757162,-98.7544010119748,0.0,0.0,sparse_noisy
12,4,,-98.7544010119748,,,sparse_noisy
12,5,1.0271999788040715,-98.64821799996217,0.0,0.0,sparse_noisy
12,6,1.0209000043497183,-98.73932614701513,5.56352823328408,1.8385772800684368,sparse_noisy
13,0,,50.0,,,sparse_noisy
13,1,,50.01268473787373,,,sparse_noisy
13,2,,50.01268473787373,,,sparse_noisy
13,3,1.0166413227793238,-98.97962791683541,0.0,0.0,sparse_noisy
13,4,,-98.97962791683541,,,sparse_noisy
13,5,1.0246997862067373,-98.88225595260384,0.0,0.0,sparse_noisy
13,6,1.0179571832116454,-98.98502205972291,6.839938062461778,2.307234145892388,sparse_noisy
14,0,,50.0,,,sparse_noisy
14,1,,50.02119844255426,,,sparse_noisy
14,2,,50.02119844255426,,,sparse_noisy
14,3,1.0304860628753956,-98.63336785522145,0.0,0.0,sparse_noisy
14,4,,-98.63336785522145,,,sparse_noisy
14,5,1.030635954580827,-98.52249897404955,0.0,0.0,sparse_noisy
14,6,1.0312395051709546,-98.60729622286644,4.635503817223772,1.5330732860351841,sparse_noisy
15,0,,50.0,,,sparse_noisy
15,1,,50.0184793774664,,,sparse_noisy
15,2,,50.0184793774664,,,sparse_noisy
15,3,1.020441673844909,-98.74385400447947,0.0,0.0,sparse_noisy
15,4,,-98.74385400447947,,,sparse_noisy
15,5,1.0241951083238108,-98.63726129515152,0.0,0.0,sparse_noisy
15,6,1.0235595605598764,-98.72782078237387,5.466745874248553,1.7430340409829774,sparse_noisy
16,0,,50.0,,,sparse_noisy
16,1,,50.02206087072883,,,sparse_noisy
16,2,,50.02206087072883,,,sparse_noisy
16,3,1.018064077330866,-98.59834361378344,0.0,0.0,sparse_noisy
16,4,,-98.59834361378344,,,sparse_noisy
16,5,1.033485066890616,-98.48612514601693,0.0,0.0,sparse_noisy
16,6,1.0260954854399966,-98.56909015789903,4.5360454734015345,1.4559844901392818,sparse_noisy
17,0,,50.0,,,sparse_noisy
17,1,,50.027695884992646,,,sparse_noisy
17,2,,50.027695884992646,,,sparse_noisy
17,3,1.0323849435828159,-98.36972865541016,0.0,0.0,sparse_noisy
17,4,,-98.36972865541016,,,sparse_noisy
17,5,1.0149332841252514,-98.24877154374911,0.0,0.0,sparse_noisy
17,6,1.0282562008724678,-98.31971076964665,3.054322790363655,0.992476943365105,sparse_noisy
18,0,,50.0,,,sparse_noisy
18,1,,50.02663511897933,,,sparse_noisy
18,2,,50.02663511897933,,,sparse_noisy
18,3,1.0234030697179013,-98.4127341087579,0.0,0.0,sparse_noisy
18,4,,-98.4127341087579,,,sparse_noisy
18,5,1.0341508396236343,-98.29341150395538,0.0,0.0,sparse_noisy
18,6,1.0295768687110456,-98.36662169358223,3.3191252684311183,1.0669397940313043,sparse_noisy
19,0,,50.0,,,sparse_noisy
19,1,,50.025427696538415,,,sparse_noisy
19,2,,50.025427696538415,,,sparse_noisy
19,3,1.0215727941819706,-98.46170232440961,0.0,0.0,sparse_noisy
19,4,,-98.46170232440961,,,sparse_noisy
19,5,1.023919090815333,-98.3442461266381,0.0,0.0,sparse_noisy
19,6,1.0277059062419347,-98.42003721330128,3.6731146634062375,1.1838914176747344,sparse_noisy
20,0,,50.0,,,sparse_noisy
20,1,,50.02051229775617,,,sparse_noisy
20,2,,50.02051229775617,,,sparse_noisy
20,3,1.0333057503631027,-98.66123973159998,0.0,0.0,sparse_noisy
20,4,,-98.66123973159998,,,sparse_noisy
20,5,1.028927282669401,-98.55144688736318,0.0,0.0,sparse_noisy
20,6,1.0327171499557166,-98.6377002826615,4.976538304468642,1.6077586595434343,sparse_noisy
21,0,,50.0,,,sparse_noisy
21,1,,50.01892384568689,,,sparse_noisy
21,2,,50.01892384568689,,,sparse_noisy
21,3,1.0259016045229672,-98.7257871177649,0.0,0.0,sparse_noisy
21,4,,-98.7257871177649,,,sparse_noisy
21,5,1.0303800504021001,-98.61849320724409,0.0,0.0,sparse_noisy
21,6,1.017473421971181,-98.70811227880554,5.28360898244457,1.7344313288446476,sparse_noisy
22,0,,50.0,,,sparse_noisy
22,1,,50.01631897630371,,,sparse_noisy
22,2,,50.01631897630371,,,sparse_noisy
22,3,1.022573666132839,-98.83170659662116,0.0,0.0,sparse_noisy
22,4,,-98.83170659662116,,,sparse_noisy
22,5,1.0272710304954302,-98.72853445860748,0.0,0.0,sparse_noisy
22,6,1.0309020727955072,-98.82365660428442,6.073323014094889,1.9224262695971244,sparse_noisy
23,0,,50.0,,,sparse_noisy
23,1,,50.02310596855507,,,sparse_noisy
23,2,,50.02310596855507,,,sparse_noisy
23,3,1.0252348707104346,-98.55591350373803,0.0,0.0,sparse_noisy
23,4,,-98.55591350373803,,,sparse_noisy
23,5,1.0217356709863246,-98.44206392651672,0.0,0.0,sparse_noisy
23,6,1.025269258679343,-98.52280566585472,4.190350927401728,1.3847282607910725,sparse_noisy
0,0,,50.0,,,probed
0,1,,50.03048941180881,,,probed
0,2,,50.03048941180881,,,probed
0,3,1.0206407592493896,-98.25654044970659,0.0,0.0,probed
0,4,,-98.25654044970659,,,probed
0,5,1.0362845013763409,-98.13130210140989,0.0,0.0,probed
0,6,1.0283650026751758,-98.19624488889062,2.37418455067617,0.7829004586901654,probed
1,0,,50.0,,,probed
1,1,,50.027277609603274,,,probed
1,2,,50.027277609603274,,,probed
1,3,1.0113405466009506,-98.38668465951562,0.0,0.0,probed
1,4,,-98.38668465951562,,,probed
1,5,1.03011725914739,-98.26637147692804,0.0,0.0,probed
1,6,1.0346360688866927,-98.3382065728306,3.3031072875861427,1.017806795568063,probed
2,0,,50.0,,,probed
2,1,,50.02440747081058,,,probed
2,2,,50.02440747081058,,,probed
2,3,1.0288666953518921,-98.50309277365365,0.0,0.0,probed
2,4,,-98.50309277365365,,,probed
2,5,1.0236761820933784,-98.38721853785955,0.0,0.0,probed
2,6,1.023632073647816,-98.46518702837089,3.9538690754905446,1.2404093433838306,probed
3,0,,50.0,,,probed
3,1,,50.01938255202744,,,probed
3,2,,50.01938255202744,,,probed
3,3,1.023208759407363,-98.7071441112907,0.0,0.0,probed
3,4,,-98.7071441112907,,,probed
3,5,1.0304615797382648,-98.59912744048971,0.0,0.0,probed
3,6,1.0240106014396608,-98.68777535575438,5.297266707918351,1.6882047597042171,probed
4,0,,50.0,,,probed
4,1,,50.01346092936326,,,probed
4,2,,50.01346092936326,,,probed
4,3,1.027340575401329,-98.94802093955123,0.0,0.0,probed
4,4,,-98.94802093955123,,,probed
4,5,1.0338570953181008,-98.84940532668452,0.0,0.0,probed
4,6,1.0144774841108486,-98.95054216518281,6.640091940200213,2.10276526404233,probed
5,0,,50.0,,,probed
5,1,,50.01355313674139,,,probed
5,2,,50.01355313674139,,,probed
5,3,1.009337821380214,-98.94426671856485,0.0,0.0,probed
5,4,,-98.94426671856485,,,probed
5,5,1.0244844102190869,-98.84550354260158,0.0,0.0,probed
5,6,1.0169781416845451,-98.94644671318622,6.545346635649379,2.158179551231757,probed
6,0,,50.0,,,probed
6,1,,50.01581248200521,,,probed
6,2,,50.01581248200521,,,probed
6,3,1.027510936876008,-98.85231180537579,0.0,0.0,probed
6,4,,-98.85231180537579,,,probed
6,5,1.0274314368147965,-98.74994455331293,0.0,0.0,probed
6,6,1.0275378427692814,-98.846134379454,6.178492287374298,1.9605212986958989,probed
7,0,,50.0,,,probed
7,1,,50.01429713149653,,,probed
7,2,,50.01429713149653,,,probed
7,3,1.0262992916356461,-98.91397901045605,0.0,0.0,probed
7,4,,-98.91397901045605,,,probed
7,5,1.0361674994531254,-98.81402655452906,0.0,0.0,probed
7,6,1.032332815322289,-98.91340614611342,6.383154425464405,2.1978635024589614,probed
8,0,,50.0,,,probed
8,1,,50.004254540899986,,,probed
8,2,,50.004254540899986,,,probed
8,3,1.0191565926644808,-99.32341728428078,0.0,0.0,probed
8,4,,-99.32341728428078,,,probed
8,5,1.0295104449021932,-99.23972342992822,0.0,0.0,probed
8,6,1.0187706788218351,-99.36006876161474,8.888967019428863,2.9374417255153245,probed
9,0,,50.0,,,probed
9,1,,50.00297258694203,,,probed
9,2,,50.00297258694203,,,probed
9,3,1.0239032150324008,-99.37577840031474,0.0,0.0,probed
9,4,,-99.37577840031474,,,probed
9,5,1.0277226864751312,-99.29419205355933,0.0,0.0,probed
9,6,1.017387882176166,-99.41719189659692,9.32446952543127,3.1181609289046657,probed
10,0,,50.0,,,probed
10,1,,49.99182832964504,,,probed
10,2,,49.99182832964504,,,probed
10,3,1.0245821789589558,-99.83189530314367,0.0,0.0,probed
10,4,,-99.83189530314367,,,probed
10,5,1.0238028690949699,-99.76893842886916,0.0,0.0,probed
10,6,1.0251060822065852,-99.9148049377642,11.986120206156466,4.029600683252262,probed
11,0,,50.0,,,probed
11,1,,50.00981146426135,,,probed
11,2,,50.00981146426135,,,probed
11,3,1.0309655270397857,-99.09669741433335,0.0,0.0,probed
11,4,,-99.09669741433335,,,probed
11,5,1.0321032994805395,-99.00395217532429,0.0,0.0,probed
11,6,1.030206912376733,-99.11273376688155,7.568390339147947,2.473339389258294,probed
12,0,,50.0,,,probed
12,1,,50.01821993638528,,,probed
12,2,,50.01821993638528,,,probed
12,3,1.0259558018757162,-98.7544010119748,0.0,0.0,probed
12,4,,-98.7544010119748,,,probed
12,5,1.0271999788040715,-98.64821799996217,0.0,0.0,probed
12,6,1.0209000043497183,-98.73932614701513,5.619163515616921,1.8385772800684368,probed
13,0,,50.0,,,probed
13,1,,50.01268473787373,,,probed
13,2,,50.01268473787373,,,probed
13,3,1.0166413227793238,-98.97962791683541,0.0,0.0,probed
13,4,,-98.97962791683541,,,probed
13,5,1.0246997862067373,-98.88225595260384,0.0,0.0,probed
13,6,1.0179571832116454,-98.98502205972291,6.9083374430863955,2.307234145892388,probed
14,0,,50.0,,,probed
14,1,,50.02119844255426,,,probed
14,2,,50.02119844255426,,,probed
14,3,1.0304860628753956,-98.63336785522145,0.0,0.0,probed
14,4,,-98.63336785522145,,,probed
14,5,1.030635954580827,-98.52249897404955,0.0,0.0,probed
14,6,1.0312395051709546,-98.60729622286644,4.68185885539601,1.5330732860351841,probed
15,0,,50.0,,,probed
15,1,,50.0184793774664,,,probed
15,2,,50.0184793774664,,,probed
15,3,1.020441673844909,-98.74385400447947,0.0,0.0,probed
15,4,,-98.74385400447947,,,probed
15,5,1.0241951083238108,-98.63726129515152,0.0,0.0,probed
15,6,1.0235595605598764,-98.72782078237387,5.521413332991039,1.7430340409829774,probed
16,0,,50.0,,,probed
16,1,,50.02206087072883,,,probed
16,2,,50.02206087072883,,,probed
16,3,1.018064077330866,-98.59834361378344,0.0,0.0,probed
16,4,,-98.59834361378344,,,probed
16,5,1.033485066890616,-98.48612514601693,0.0,0.0,probed
16,6,1.0260954854399966,-98.56909015789903,4.58140592813555,1.4559844901392818,probed
17,0,,50.0,,,probed
17,1,,50.027695884992646,,,probed
17,2,,50.027695884992646,,,probed
17,3,1.0323849435828159,-98.36972865541016,0.0,0.0,probed
17,4,,-98.36972865541016,,,probed
17,5,1.0149332841252514,-98.24877154374911,0.0,0.0,probed
17,6,1.0282562008724678,-98.31971076964665,3.0848660182672916,0.992476943365105,probed
18,0,,50.0,,,probed
18,1,,50.02663511897933,,,probed
18,2,,50.02663511897933,,,probed
18,3,1.0234030697179013,-98.4127341087579,0.0,0.0,probed
18,4,,-98.4127341087579,,,probed
18,5,1.0341508396236343,-98.29341150395538,0.0,0.0,probed
18,6,1.0295768687110456,-98.36662169358223,3.3523165211154295,1.0669397940313043,probed
19,0,,50.0,,,probed
19,1,,50.025427696538415,,,probed
19,2,,50.025427696538415,,,probed
19,3,1.0215727941819706,-98.46170232440961,0.0,0.0,probed
19,4,,-98.46170232440961,,,probed
19,5,1.023919090815333,-98.3442461266381,0.0,0.0,probed
19,6,1.0277059062419347,-98.42003721330128,3.7098458100403,1.1838914176747344,probed
20,0,,50.0,,,probed
20,1,,50.02051229775617,,,probed
20,2,,50.02051229775617,,,probed
